O*NET-SOC Code,Title,Alias
53-2022.00,Airfield Operations Specialists,Airfield Operations
53-2022.00,Airfield Operations Specialists,Business&Management
53-2031.00,Flight Attendants,F.A.
53-2031.00,Flight Attendants,FA
53-2031.00,Flight Attendants,Category: Hospitality & Food
53-2031.00,Flight Attendants,Hospitality and Food
53-2031.00,Flight Attendants,Hospitality & Food
53-2031.00,Flight Attendants,Flight Attendant
53-2031.00,Flight Attendants,Hospitality&Food
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",E.M.T.
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",EMT
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Ambulance Drivers and Attendants Except Emergency Medical Technicians
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Ambulance Drivers and Attendants, Except Emergency Medical Technician"
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Ambulance Drivers & Attendants, Except Emergency Medical Technicians"
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Ambulance Drivers / Attendants, Except Emergency Medical Technicians"
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Ambulance Drivers and Attendants, Except Emergency Medical Techs"
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Ambulance Drivers and Attendants, Except Emergency Medical"
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Category: Healthcare
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Healthcare
53-3031.00,Driver/Sales Workers,D.S.W.
53-3031.00,Driver/Sales Workers,DSW
53-3031.00,Driver/Sales Workers,Driver/Sales Worker
53-3031.00,Driver/Sales Workers,Category: Sales
53-3031.00,Driver/Sales Workers,Sales
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,H.T.T.T.D.
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,HTTTD
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Heavy and Tractor-Trailer Truck Driver
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Heavy & Tractor-Trailer Truck Drivers
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Heavy / Tractor-Trailer Truck Drivers
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Category: Transportation
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Transportation
53-3033.00,Light Truck Drivers,L.T.D.
53-3033.00,Light Truck Drivers,LTD
53-3033.00,Light Truck Drivers,Category: Transportation
53-3033.00,Light Truck Drivers,Light Truck Driver
53-3033.00,Light Truck Drivers,Transportation
53-3051.00,"Bus Drivers, School",B.D.S.
53-3051.00,"Bus Drivers, School",BDS
53-3051.00,"Bus Drivers, School","Bus Drivers, Schools"
53-3051.00,"Bus Drivers, School",Category: Education
53-3051.00,"Bus Drivers, School",Bus Drivers School
53-3051.00,"Bus Drivers, School",Education
53-3052.00,"Bus Drivers, Transit and Intercity",B.D.T.I.
53-3052.00,"Bus Drivers, Transit and Intercity",BDTI
53-3052.00,"Bus Drivers, Transit and Intercity","Bus Drivers, Transit and Intercities"
53-3052.00,"Bus Drivers, Transit and Intercity",Bus Drivers Transit and Intercity
53-3052.00,"Bus Drivers, Transit and Intercity","Bus Drivers, Transit & Intercity"
53-3052.00,"Bus Drivers, Transit and Intercity","Bus Drivers, Transit / Intercity"
53-3052.00,"Bus Drivers, Transit and Intercity",Category: Transportation
53-3052.00,"Bus Drivers, Transit and Intercity",Transportation
53-3053.00,Shuttle Drivers and Chauffeurs,S.D.C.
53-3053.00,Shuttle Drivers and Chauffeurs,SDC
53-3053.00,Shuttle Drivers and Chauffeurs,Shuttle Drivers and Chauffeur
53-3053.00,Shuttle Drivers and Chauffeurs,Shuttle Drivers & Chauffeurs
53-3053.00,Shuttle Drivers and Chauffeurs,Shuttle Drivers / Chauffeurs
53-3053.00,Shuttle Drivers and Chauffeurs,Category: Healthcare
53-3053.00,Shuttle Drivers and Chauffeurs,Healthcare
53-3054.00,Taxi Drivers,T.D.
53-3054.00,Taxi Drivers,TD
53-3054.00,Taxi Drivers,Category: Finance & Accounting
53-3054.00,Taxi Drivers,Finance and Accounting
53-3054.00,Taxi Drivers,Finance & Accounting
53-3054.00,Taxi Drivers,Finance&Accounting
53-3054.00,Taxi Drivers,Taxi Driver
53-3099.00,"Motor Vehicle Operators, All Other",M.V.O.A.O.
53-3099.00,"Motor Vehicle Operators, All Other",MVOAO
53-3099.00,"Motor Vehicle Operators, All Other","Motor Vehicle Operators, All Others"
53-3099.00,"Motor Vehicle Operators, All Other",Motor Vehicle Operators All Other
53-3099.00,"Motor Vehicle Operators, All Other",Category: Other
53-3099.00,"Motor Vehicle Operators, All Other",Other
53-4011.00,Locomotive Engineers,L.E.
53-4011.00,Locomotive Engineers,LE
53-4011.00,Locomotive Engineers,Category: Engineering
53-4011.00,Locomotive Engineers,Locomotive Engineer
53-4011.00,Locomotive Engineers,Locomotive Engs
53-4011.00,Locomotive Engineers,Engineering
53-4011.00,Locomotive Engineers,Locomotive
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers","Rail Yard Engineers, Dinkey Operators, and Hostler"
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Rail Yard Engineers Dinkey Operators and Hostlers
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers","Rail Yard Engineers, Dinkey Operators, & Hostlers"
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers","Rail Yard Engineers, Dinkey Operators, / Hostlers"
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers","Rail Yard Engs Dinkey Operators, and Hostlers"
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Category: Engineering
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Engineering
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Railroad Brake, Signal, and Switch Operators and Locomotive Firer"
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Railroad Brake Signal and Switch Operators and Locomotive Firers
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Railroad Brake, Signal, & Switch Operators & Locomotive Firers"
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Railroad Brake, Signal, / Switch Operators / Locomotive Firers"
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Category: Transportation
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Transportation
53-4031.00,Railroad Conductors and Yardmasters,R.C.Y.
53-4031.00,Railroad Conductors and Yardmasters,RCY
53-4031.00,Railroad Conductors and Yardmasters,Railroad Conductors and Yardmaster
53-4031.00,Railroad Conductors and Yardmasters,Railroad Conductors & Yardmasters
53-4031.00,Railroad Conductors and Yardmasters,Railroad Conductors / Yardmasters
53-4031.00,Railroad Conductors and Yardmasters,Category: Transportation
53-4031.00,Railroad Conductors and Yardmasters,Transportation
53-4041.00,Subway and Streetcar Operators,S.S.O.
53-4041.00,Subway and Streetcar Operators,SSO
53-4041.00,Subway and Streetcar Operators,Subway and Streetcar Operator
53-4041.00,Subway and Streetcar Operators,Subway & Streetcar Operators
53-4041.00,Subway and Streetcar Operators,Subway / Streetcar Operators
53-4041.00,Subway and Streetcar Operators,Category: Other
53-4041.00,Subway and Streetcar Operators,Other
53-4099.00,"Rail Transportation Workers, All Other",R.T.W.A.O.
53-4099.00,"Rail Transportation Workers, All Other",RTWAO
53-4099.00,"Rail Transportation Workers, All Other","Rail Transportation Workers, All Others"
53-4099.00,"Rail Transportation Workers, All Other",Rail Transportation Workers All Other
53-4099.00,"Rail Transportation Workers, All Other",Category: Transportation
53-4099.00,"Rail Transportation Workers, All Other",Transportation
53-5011.00,Sailors and Marine Oilers,S.M.O.
53-5011.00,Sailors and Marine Oilers,SMO
53-5011.00,Sailors and Marine Oilers,Category: Legal & Government
53-5011.00,Sailors and Marine Oilers,Sailors and Marine Oiler
53-5011.00,Sailors and Marine Oilers,Sailors & Marine Oilers
53-5011.00,Sailors and Marine Oilers,Sailors / Marine Oilers
53-5011.00,Sailors and Marine Oilers,Legal and Government
53-5011.00,Sailors and Marine Oilers,Legal & Government
53-5011.00,Sailors and Marine Oilers,Legal&Government
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",C.M.P.W.V.
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",CMPWV
53-5021.00,"Captains, Mates, and Pilots of Water Vessels","Captains, Mates, and Pilots of Water Vessel"
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Captains Mates and Pilots of Water Vessels
53-5021.00,"Captains, Mates, and Pilots of Water Vessels","Captains, Mates, & Pilots of Water Vessels"
53-5021.00,"Captains, Mates, and Pilots of Water Vessels","Captains, Mates, / Pilots of Water Vessels"
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Category: Transportation
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",Transportation
53-5022.00,Motorboat Operators,M.O.
53-5022.00,Motorboat Operators,MO
53-5022.00,Motorboat Operators,Motorboat Operator
53-5022.00,Motorboat Operators,Category: Other
53-5022.00,Motorboat Operators,Other
53-5031.00,Ship Engineers,S.E.
53-5031.00,Ship Engineers,SE
53-5031.00,Ship Engineers,Category: Engineering
53-5031.00,Ship Engineers,Ship Engineer
53-5031.00,Ship Engineers,Engineering
53-5031.00,Ship Engineers,Ship Engs
53-5031.00,Ship Engineers,Ship
53-6011.00,Bridge and Lock Tenders,B.L.T.
53-6011.00,Bridge and Lock Tenders,BLT
53-6011.00,Bridge and Lock Tenders,Category: Business & Management
53-6011.00,Bridge and Lock Tenders,Business and Management
53-6011.00,Bridge and Lock Tenders,Bridge and Lock Tender
53-6011.00,Bridge and Lock Tenders,Bridge & Lock Tenders
53-6011.00,Bridge and Lock Tenders,Bridge / Lock Tenders
53-6011.00,Bridge and Lock Tenders,Business & Management
53-6011.00,Bridge and Lock Tenders,Business&Management
53-6021.00,Parking Attendants,P.A.
53-6021.00,Parking Attendants,PA
53-6021.00,Parking Attendants,Parking Attendant
53-6021.00,Parking Attendants,Category: Other
53-6021.00,Parking Attendants,Other
53-6031.00,Automotive and Watercraft Service Attendants,A.W.S.A.
53-6031.00,Automotive and Watercraft Service Attendants,AWSA
53-6031.00,Automotive and Watercraft Service Attendants,Automotive and Watercraft Service Attendant
53-6031.00,Automotive and Watercraft Service Attendants,Automotive & Watercraft Service Attendants
53-6031.00,Automotive and Watercraft Service Attendants,Automotive / Watercraft Service Attendants
53-6031.00,Automotive and Watercraft Service Attendants,Category: Transportation
53-6031.00,Automotive and Watercraft Service Attendants,Transportation
53-6032.00,Aircraft Service Attendants,A.S.A.
53-6032.00,Aircraft Service Attendants,ASA
53-6032.00,Aircraft Service Attendants,Aircraft Service Attendant
53-6032.00,Aircraft Service Attendants,Category: Other
53-6032.00,Aircraft Service Attendants,Other
53-6041.00,Traffic Technicians,T.T.
53-6041.00,Traffic Technicians,TT
53-6041.00,Traffic Technicians,Category: Engineering
53-6041.00,Traffic Technicians,Traffic Technician
53-6041.00,Traffic Technicians,Traffic Techs
53-6041.00,Traffic Technicians,Engineering
53-6041.00,Traffic Technicians,Traffic
53-6051.00,Transportation Inspectors,T.I.
53-6051.00,Transportation Inspectors,TI
53-6051.00,Transportation Inspectors,Category: Transportation
53-6051.00,Transportation Inspectors,Transportation Inspector
53-6051.00,Transportation Inspectors,Transportation
53-6051.01,Aviation Inspectors,A.I.
53-6051.01,Aviation Inspectors,AI
53-6051.01,Aviation Inspectors,Category: Marketing & Communications
53-6051.01,Aviation Inspectors,Marketing and Communications
53-6051.01,Aviation Inspectors,Marketing & Communications
53-6051.01,Aviation Inspectors,Marketing&Communications
53-6051.01,Aviation Inspectors,Aviation Inspector
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation","Transportation Vehicle, Equipment and Systems Inspectors, Except Aviations"
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Transportation Vehicle Equipment and Systems Inspectors Except Aviation
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation","Transportation Vehicle, Equipment & Systems Inspectors, Except Aviation"
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation","Transportation Vehicle, Equipment / Systems Inspectors, Except Aviation"
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Category: Transportation
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Transportation
53-6061.00,Passenger Attendants,P.A.
53-6061.00,Passenger Attendants,PA
53-6061.00,Passenger Attendants,Passenger Attendant
53-6061.00,Passenger Attendants,Category: Other
53-6061.00,Passenger Attendants,Other
53-6099.00,"Transportation Workers, All Other",T.W.A.O.
53-6099.00,"Transportation Workers, All Other",TWAO
53-6099.00,"Transportation Workers, All Other","Transportation Workers, All Others"
53-6099.00,"Transportation Workers, All Other",Transportation Workers All Other
53-6099.00,"Transportation Workers, All Other",Category: Transportation
53-6099.00,"Transportation Workers, All Other",Transportation
53-7011.00,Conveyor Operators and Tenders,C.O.T.
53-7011.00,Conveyor Operators and Tenders,COT
53-7011.00,Conveyor Operators and Tenders,Conveyor Operators and Tender
53-7011.00,Conveyor Operators and Tenders,Conveyor Operators & Tenders
53-7011.00,Conveyor Operators and Tenders,Conveyor Operators / Tenders
53-7011.00,Conveyor Operators and Tenders,Category: Other
53-7011.00,Conveyor Operators and Tenders,Other
53-7021.00,Crane and Tower Operators,C.T.O.
53-7021.00,Crane and Tower Operators,CTO
53-7021.00,Crane and Tower Operators,Crane and Tower Operator
53-7021.00,Crane and Tower Operators,Crane & Tower Operators
53-7021.00,Crane and Tower Operators,Crane / Tower Operators
53-7021.00,Crane and Tower Operators,Category: Engineering
53-7021.00,Crane and Tower Operators,Engineering
53-7031.00,Dredge Operators,D.O.
53-7031.00,Dredge Operators,DO
53-7031.00,Dredge Operators,Category: Other
53-7031.00,Dredge Operators,Dredge Operator
53-7031.00,Dredge Operators,Other
53-7041.00,Hoist and Winch Operators,H.W.O.
53-7041.00,Hoist and Winch Operators,HWO
53-7041.00,Hoist and Winch Operators,Hoist and Winch Operator
53-7041.00,Hoist and Winch Operators,Hoist & Winch Operators
53-7041.00,Hoist and Winch Operators,Hoist / Winch Operators
53-7041.00,Hoist and Winch Operators,Category: Other
53-7041.00,Hoist and Winch Operators,Other
53-7051.00,Industrial Truck and Tractor Operators,I.T.T.O.
53-7051.00,Industrial Truck and Tractor Operators,ITTO
53-7051.00,Industrial Truck and Tractor Operators,Industrial Truck and Tractor Operator
