O*NET-SOC Code,Title,Conflict Situations,Contact With Others,Coordinate or Lead Others in Accomplishing Work Activities,Deal With External Customers or the Public in General,"Dealing With Unpleasant, Angry, or Discourteous People",Dealing with Violent or Physically Aggressive People,Face-to-Face Discussions with Individuals and Within Teams,Public Speaking,Work With or Contribute to a Work Group or Team,"Communicating with Supervisors, Peers, or Subordinates Combined",Instructing Combined,Performing for or Working Directly with the Public Combined,Negotiation Combined,Coaching and Developing Others Combined,Training and Teaching Others Combined,Resolving Conflicts and Negotiating with Others Combined,Social Perceptiveness Combined,Developing and Building Teams Combined,Communicating with People Outside the Organization Combined,Service Orientation Combined,Persuasion Combined
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",3.03,2.85,3.86,3.43,4.01,2.14,3.82,1.43,4.31,2.403714285714286,1.4906285714285716,1.3171428571428572,1.3785714285714286,2.0296000000000003,2.2558857142857143,1.6911428571428573,1.6391999999999998,1.9339428571428567,1.4350857142857143,1.595,1.3785714285714286
51-3023.00,Slaughterers and Meat Packers,1.71,3.93,3.55,3.3,2.06,1.09,4.12,2.1,4.56,1.9522857142857144,1.2036571428571428,1.2079,1.12,1.3921142857142856,1.5404142857142855,1.28,1.345,1.4126571428571428,1.1131142857142855,1.25,1.1106285714285715
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",2.72,3.95,3.22,2.52,2.8,1.33,4.39,2.03,3.72,2.9404000000000003,1.6063428571428573,1.6285714285714286,1.3785714285714286,1.9206857142857143,2.2336,1.8910857142857145,1.605714285714286,1.8756,1.512,1.4906285714285716,1.4821428571428572
51-3092.00,Food Batchmakers,1.73,3.74,3.73,1.99,1.58,1.0,4.55,2.32,4.22,2.710285714285715,1.3392000000000002,1.114142857142857,1.2857142857142856,1.6882857142857142,2.038685714285714,1.4197142857142857,1.655,1.418,1.0586857142857142,1.3392000000000002,1.302857142857143
51-3093.00,Food Cooking Machine Operators and Tenders,2.42,4.4,3.34,3.0,2.29,1.13,4.49,1.39,4.56,2.74,1.302857142857143,1.017742857142857,1.2036571428571428,1.647357142857143,1.976928571428572,1.2360571428571427,1.5508,1.2124714285714284,1.109371428571429,1.302857142857143,1.231428571428571
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2.48,3.45,2.5,1.32,3.51,1.46,3.98,1.93,3.47,2.6757142857142857,1.4017857142857142,1.0539,1.1607142857142858,1.9176,2.2656428571428573,1.3937,1.595,1.887157142857143,1.1673142857142855,1.3125,1.3706285714285715
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",3.01,4.33,3.58,2.02,3.05,1.41,4.73,2.76,4.34,2.5700857142857148,1.4017857142857142,1.0059142857142858,1.3785714285714286,1.7050285714285716,1.9286714285714288,1.3095142857142856,1.6391999999999998,1.6229714285714285,1.0719285714285711,1.3392000000000002,1.4179428571428572
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",2.24,4.37,4.01,3.18,2.16,1.03,4.55,1.83,4.7,2.9722857142857144,1.7200000000000002,1.3445714285714288,1.231428571428571,1.9057142857142857,2.518642857142857,1.3923142857142856,1.6714285714285717,1.8684571428571428,1.1926428571428571,1.394285714285714,1.22
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",3.03,3.12,2.26,1.71,2.86,1.86,4.04,1.17,3.16,2.0837714285714286,1.3214285714285714,1.1014857142857142,1.2036571428571428,1.3547142857142858,1.4458857142857142,1.1967142857142856,1.4628571428571429,1.2638285714285715,1.0775285714285714,1.2036571428571428,1.2857142857142856
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.38,4.11,3.81,2.39,2.58,1.11,4.39,2.02,4.31,2.7198857142857147,1.4017857142857142,1.0024,1.2857142857142856,1.5988142857142855,1.9917571428571428,1.1436714285714285,1.5300000000000002,1.1029714285714285,1.036,1.268571428571429,1.32
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.65,3.47,3.25,2.47,2.52,1.23,3.87,1.91,3.59,2.4744,1.3785714285714286,1.0915,1.197142857142857,1.852128571428572,2.105714285714286,1.6485999999999998,1.5207142857142857,1.7094285714285715,1.2430428571428571,1.28,1.231428571428571
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1.78,3.39,3.13,2.82,1.72,1.19,3.72,2.42,3.6,2.512,1.32,1.3479142857142858,1.1257142857142857,2.2138857142857145,2.8565714285714283,2.1836714285714285,1.4285714285714286,1.9034285714285717,1.6132285714285717,1.231428571428571,1.1785714285714286
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",2.83,3.49,2.63,1.88,3.36,1.43,4.26,1.38,3.53,2.477371428571429,1.32,1.0113142857142856,1.147857142857143,1.7817142857142856,2.0656,1.303928571428571,1.4628571428571429,1.3,1.1302571428571428,1.25,1.2036571428571428
51-4041.00,Machinists,2.17,3.77,3.52,2.65,1.91,1.05,4.52,1.36,3.78,2.3821142857142856,1.5892857142857142,1.0291428571428571,1.4179428571428572,1.8142,2.246928571428572,1.6782285714285714,1.7385714285714284,1.5797285714285714,1.1479285714285714,1.3785714285714286,1.3785714285714286
51-4051.00,Metal-Refining Furnace Operators and Tenders,2.47,3.48,2.37,1.69,2.76,1.1,4.02,2.05,4.18,2.5530285714285714,1.4906285714285716,1.0679,1.32,1.7408285714285712,1.990757142857143,1.5181428571428572,1.6391999999999998,1.451257142857143,1.1394285714285717,1.3392000000000002,1.4017857142857142
51-4052.00,"Pourers and Casters, Metal",2.22,3.44,2.43,1.11,2.09,1.1,4.41,1.28,3.24,2.3960285714285714,1.2857142857142856,1.043928571428571,1.268571428571429,2.018028571428572,1.8717142857142852,1.4416,1.4542857142857144,1.6274285714285712,1.1146285714285715,1.268571428571429,1.2857142857142856
51-4061.00,"Model Makers, Metal and Plastic",1.92,3.31,2.91,1.31,2.27,1.11,4.61,1.25,3.46,2.3197,1.2036571428571428,1.0240428571428573,1.12,1.2020142857142857,1.4551,1.1897714285714285,1.4017857142857142,1.1817142857142855,1.2226,1.0442857142857145,1.1885714285714286
51-4062.00,"Patternmakers, Metal and Plastic",3.09,4.48,3.34,2.07,2.23,1.35,5.0,1.58,4.14,2.4265428571428576,1.4435714285714285,1.0128,1.25,1.5405285714285712,1.9719428571428568,1.2347142857142857,1.5785714285714287,1.1712571428571428,1.2658857142857145,1.25,1.25
51-4071.00,Foundry Mold and Coremakers,2.32,4.31,3.19,1.89,2.8,1.56,4.27,1.67,3.94,2.333785714285714,1.32,1.0046,1.2142857142857144,1.35,1.563314285714286,1.3299285714285711,1.3785714285714286,1.5177142857142858,1.102142857142857,1.231428571428571,1.2142857142857144
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2.57,3.93,2.94,1.15,2.82,1.28,4.63,1.92,3.47,2.3767,1.3785714285714286,1.0068,1.32,1.633857142857143,1.6758714285714285,1.2262,1.5693714285714286,1.4400571428571427,1.0326857142857142,1.2592,1.32
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.75,3.97,3.18,2.24,1.87,1.16,4.86,1.78,3.78,2.748628571428571,1.7200000000000002,1.2926428571428572,1.3785714285714286,2.5873,2.406157142857143,1.6850285714285715,1.68,2.1191,1.4806,1.4179428571428572,1.4691999999999998
51-4111.00,Tool and Die Makers,2.31,4.2,2.99,1.84,2.13,1.1,4.67,1.7,3.99,2.616371428571429,1.3392000000000002,1.0,1.157142857142857,1.6771428571428573,2.056,1.2475,1.4285714285714286,1.4578,1.1141714285714286,1.1071428571428572,1.2036571428571428
51-4121.00,"Welders, Cutters, Solderers, and Brazers",2.4,3.79,2.99,1.99,2.23,1.19,4.35,1.46,3.85,1.7105,1.302857142857143,1.025,1.1734857142857142,1.408,1.488057142857143,1.1291428571428572,1.3785714285714286,1.2200285714285717,1.0393428571428571,1.24,1.1885714285714286
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",2.58,3.71,3.99,2.09,1.97,1.1,4.69,1.57,4.17,2.5462857142857143,1.3392000000000002,1.1743,1.268571428571429,1.6571714285714283,1.8010000000000002,1.5245714285714285,1.4691999999999998,1.660685714285714,1.3165142857142855,1.25,1.268571428571429
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",2.79,4.01,3.17,1.63,2.92,1.25,4.11,1.42,4.01,2.358257142857143,1.8057142857142856,1.1326,1.2036571428571428,1.8957428571428572,1.88,1.4773857142857143,1.5785714285714287,1.41,1.0328,1.3008,1.2363428571428572
51-4192.00,"Layout Workers, Metal and Plastic",2.91,3.77,3.39,2.21,2.5,1.15,4.59,1.83,3.47,2.9695,1.4928571428571429,1.455,1.2036571428571428,2.2647285714285714,2.0976857142857144,1.9004285714285716,1.6875,2.1734285714285715,1.5378571428571428,1.2857142857142856,1.28
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",2.2,3.91,3.52,2.17,2.99,1.44,4.58,1.3,4.15,2.8925714285714283,1.4249999999999998,1.1089428571428572,1.4179428571428572,1.8888571428571428,2.3287142857142857,1.6545714285714286,1.5207142857142857,1.5821142857142856,1.2461142857142855,1.3785714285714286,1.4179428571428572
51-4194.00,"Tool Grinders, Filers, and Sharpeners",2.45,3.64,3.64,2.13,2.55,1.1,4.49,1.55,3.94,2.147771428571428,1.51,1.0636,1.3571428571428572,1.4219428571428572,1.8327142857142853,1.493842857142857,1.4542857142857144,1.1892571428571428,1.2808,1.32,1.3785714285714286
51-5111.00,Prepress Technicians and Workers,2.56,4.1,3.15,2.6,3.02,1.42,4.69,1.18,3.96,2.7865,1.625,1.2406857142857142,1.4906285714285716,1.839742857142857,1.9945142857142857,1.5554285714285716,1.7385714285714284,1.6183,1.8916857142857144,1.6063428571428573,1.6391999999999998
51-5112.00,Printing Press Operators,2.4,4.02,3.84,3.05,2.35,1.48,4.6,1.55,4.28,2.4871857142857143,1.4910714285714284,1.872757142857143,1.2857142857142856,2.200614285714286,2.513114285714286,2.1847,1.6875,1.7896,1.8884571428571428,1.4192,1.4691999999999998
51-5113.00,Print Binding and Finishing Workers,2.28,3.57,3.29,2.51,2.23,1.18,4.7,1.12,4.55,2.3848571428571432,1.7385714285714284,1.2413142857142856,1.3008,1.8628285714285715,1.888,1.4176,1.6063428571428573,1.6384714285714286,1.4686285714285716,1.5207142857142857,1.36
51-6011.00,Laundry and Dry-Cleaning Workers,2.09,3.23,2.82,2.49,2.57,1.49,3.85,1.8,3.72,1.9888857142857144,1.4179428571428572,1.4240285714285714,1.3785714285714286,1.6522428571428571,1.7504285714285714,1.6,1.604285714285714,1.6788571428571428,1.2461142857142855,1.4691999999999998,1.3785714285714286
51-6021.00,"Pressers, Textile, Garment, and Related Materials",2.05,3.43,2.24,2.58,2.65,1.35,4.08,1.9,3.46,2.1716571428571427,1.0135714285714286,1.3111000000000002,1.12,1.4106142857142858,1.394285714285714,1.5112,1.25,1.1872857142857145,1.071842857142857,1.1885714285714286,1.1339285714285714
51-6031.00,Sewing Machine Operators,2.05,3.55,2.32,1.48,2.66,1.07,3.52,1.79,3.42,2.0261714285714287,1.268571428571429,1.094757142857143,1.1607142857142858,1.354142857142857,1.547642857142857,1.3436571428571429,1.3706285714285715,1.2497142857142858,1.1010857142857142,1.1607142857142858,1.1607142857142858
51-6041.00,Shoe and Leather Workers and Repairers,2.21,4.25,2.25,3.51,2.75,1.01,4.72,1.02,2.51,1.863357142857143,1.3785714285714286,1.4874571428571428,1.2142857142857144,1.604457142857143,1.8555,1.7546857142857144,1.604285714285714,1.8161142857142856,1.3660714285714284,1.604285714285714,1.3785714285714286
51-6042.00,Shoe Machine Operators and Tenders,2.61,4.23,3.08,1.68,3.26,1.93,4.21,1.53,3.87,2.0944000000000003,1.24,1.3483714285714286,1.2208,1.7557,1.8575714285714284,1.5945142857142856,1.3571428571428572,1.6138000000000003,1.2694857142857143,1.24,1.32
51-6051.00,"Sewers, Hand",2.08,3.36,3.51,3.15,1.95,1.16,4.47,1.87,4.13,1.7832142857142856,1.2857142857142856,1.1682857142857144,1.2036571428571428,1.17,1.4685714285714286,1.174642857142857,1.3008,1.026957142857143,1.0704142857142858,1.32,1.1885714285714286
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",2.0,3.8,3.24,3.98,2.42,1.16,3.74,1.65,3.67,1.5881142857142858,1.3008,1.9599,1.3392000000000002,1.1098,1.21,1.5097857142857145,1.7734857142857143,1.23,1.3667142857142858,1.6364285714285711,1.32
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,1.97,4.17,2.94,2.08,2.64,1.23,4.58,1.81,4.05,2.317171428571428,1.302857142857143,1.0846,1.268571428571429,1.4089,1.7360285714285713,1.422942857142857,1.5207142857142857,1.354857142857143,1.0613142857142857,1.25,1.268571428571429
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",2.48,3.35,2.43,1.54,3.14,1.1,4.7,1.04,3.53,2.1954,1.467857142857143,1.0375285714285714,1.2036571428571428,1.5790428571428572,1.9010285714285715,1.4337142857142855,1.4028571428571428,1.5139857142857145,1.1272857142857142,1.2036571428571428,1.2036571428571428
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",2.19,3.75,2.62,1.44,2.38,1.04,4.25,1.87,3.65,2.4968571428571424,1.32,1.2048285714285714,1.1106285714285715,1.4004571428571428,1.9446571428571429,1.278,1.3571428571428572,1.6095714285714284,1.170057142857143,1.2592,1.1222285714285714
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1.98,3.67,2.58,1.65,2.54,1.28,3.8,1.62,4.01,2.216757142857143,1.4928571428571429,1.071742857142857,1.2036571428571428,1.3000571428571428,1.7577142857142858,1.2542857142857142,1.4285714285714286,1.351785714285714,1.1331714285714285,1.2857142857142856,1.2036571428571428
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",3.08,4.45,3.63,2.21,2.81,1.18,4.92,2.35,4.56,2.5329714285714284,1.4249999999999998,1.0398571428571428,1.3392000000000002,1.8555428571428567,2.0984285714285718,1.4950714285714286,1.6063428571428573,1.6939428571428572,1.1037,1.3392000000000002,1.3785714285714286
51-6092.00,Fabric and Apparel Patternmakers,2.88,4.52,4.24,2.54,2.34,1.06,4.78,1.52,4.53,2.950457142857143,1.8057142857142856,1.0161142857142855,1.5614285714285714,1.5236,1.8626285714285715,1.359357142857143,1.7734857142857143,1.598,1.8398,1.7385714285714284,1.6063428571428573
51-6093.00,Upholsterers,2.38,3.65,3.15,2.59,2.78,1.54,3.79,1.53,3.08,1.9311142857142856,1.5614285714285714,1.7215,1.4435714285714285,1.6901714285714289,1.6763428571428571,1.7186285714285714,1.6714285714285717,1.504,1.931914285714286,1.7734857142857143,1.5357142857142858
51-7011.00,Cabinetmakers and Bench Carpenters,2.27,4.03,3.39,3.23,3.25,1.0,4.88,1.21,3.85,1.9507142857142856,1.4017857142857142,1.8416,1.2857142857142856,1.2816,1.4140714285714284,1.6,1.5508,1.3583571428571428,1.5243428571428572,1.394285714285714,1.4017857142857142
51-7021.00,Furniture Finishers,2.83,3.3,3.18,1.45,2.39,1.18,3.88,1.77,3.75,2.353942857142857,1.655,1.3464142857142858,1.3785714285714286,1.6525999999999998,1.9083,1.8440714285714288,1.655,1.630628571428571,1.3921142857142856,1.7036571428571428,1.4285714285714286
51-7031.00,"Model Makers, Wood",2.47,3.77,3.26,2.26,2.16,1.4,4.21,1.54,3.51,2.7275714285714283,1.3571428571428572,1.0131428571428571,1.1607142857142858,2.2815000000000003,1.7008,1.402,1.595,1.2447857142857144,1.2442857142857142,1.4435714285714285,1.32
51-7032.00,"Patternmakers, Wood",3.0,4.2,3.82,3.36,2.37,1.38,4.4,2.01,4.14,2.1270285714285717,1.3392000000000002,1.042342857142857,1.1607142857142858,1.6033285714285714,1.5751428571428572,1.1773714285714283,1.7036571428571428,1.222942857142857,1.814142857142857,1.3008,1.22
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",2.03,3.94,3.17,1.2,2.21,1.15,4.3,1.41,3.73,2.1912285714285717,1.302857142857143,1.0434571428571429,1.2036571428571428,1.4370714285714286,1.7967,1.394342857142857,1.4821428571428572,1.4498285714285717,1.102,1.2036571428571428,1.2036571428571428
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2.58,3.64,3.18,2.28,2.76,1.23,4.85,1.55,4.19,1.9433428571428573,1.22,1.0235714285714286,1.1734857142857142,1.2499,1.3811428571428572,1.1476,1.3571428571428572,1.3220714285714286,1.0432,1.1734857142857142,1.22
51-8011.00,Nuclear Power Reactor Operators,3.48,4.69,4.4,2.13,2.89,1.12,5.0,2.99,4.89,3.4642,1.8571428571428568,1.0648,1.6875,2.2331,2.523928571428571,1.4197142857142857,1.8914285714285717,2.0092,1.5421428571428573,1.7734857142857143,1.7734857142857143
51-8012.00,Power Distributors and Dispatchers,2.9,4.61,4.15,3.58,2.93,1.57,4.44,1.91,4.24,3.6719999999999993,1.7200000000000002,1.3771142857142855,1.6063428571428573,1.624942857142857,2.1432571428571427,1.6358,1.655,1.3094,3.0925857142857143,1.6665142857142858,1.6063428571428573
51-8013.00,Power Plant Operators,3.01,4.56,3.65,2.3,2.69,1.16,4.64,1.72,4.59,2.853357142857143,1.4,1.1310857142857142,1.2857142857142856,1.9564285714285716,2.455542857142857,1.6768,1.7734857142857143,1.7371,1.3006428571428572,1.5165142857142857,1.3392000000000002
51-8013.03,Biomass Plant Technicians,2.66,4.27,3.94,2.39,2.92,1.05,4.8,1.2,4.45,2.8786,1.6875,1.2413714285714286,1.5300000000000002,2.2660142857142858,2.4738285714285717,1.8037,1.7200000000000002,1.7592,1.638,1.7200000000000002,1.5785714285714287
51-8013.04,Hydroelectric Plant Technicians,3.01,4.42,3.75,2.81,3.11,1.4,4.88,1.52,4.61,2.636228571428572,1.6063428571428573,1.2086,1.3392000000000002,1.7674285714285718,2.0034,1.556,1.7385714285714284,1.7291714285714286,1.5137714285714288,1.5207142857142857,1.5357142857142858
51-8021.00,Stationary Engineers and Boiler Operators,3.26,4.73,4.23,3.36,3.28,2.29,4.64,2.15,4.67,2.9241714285714284,1.7200000000000002,1.440142857142857,1.4435714285714285,2.4544,2.5517,2.1232,1.5625,2.243314285714286,1.835,1.32,1.4285714285714286
51-8031.00,Water and Wastewater Treatment Plant and System Operators,2.54,4.0,3.26,3.46,2.61,1.58,4.81,2.08,4.09,3.001428571428572,1.7200000000000002,2.2455,1.268571428571429,2.4926,2.734385714285714,1.9463714285714289,1.6875,2.035771428571429,2.099285714285714,1.4542857142857144,1.2857142857142856
51-8091.00,Chemical Plant and System Operators,2.41,4.36,3.81,1.68,2.77,1.21,4.99,1.34,4.1,2.200142857142857,1.6063428571428573,1.0254571428571428,1.3785714285714286,1.3963142857142858,2.454857142857143,1.3293142857142857,1.6063428571428573,1.3043857142857145,1.021728571428571,1.4542857142857144,1.4179428571428572
51-8092.00,Gas Plant Operators,2.75,4.2,3.72,2.81,2.44,1.14,4.49,1.81,4.41,2.860371428571429,1.6875,1.1687285714285711,1.5357142857142858,1.867942857142857,2.245,1.4605714285714284,1.8057142857142856,1.4939714285714285,1.6446142857142858,1.3785714285714286,1.6063428571428573
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",2.52,4.28,3.86,2.63,2.62,1.13,4.44,1.42,4.5,2.6297,1.6665142857142858,1.0274285714285714,1.4464285714285716,1.8229,1.8487,1.2653714285714286,1.7734857142857143,1.4909714285714286,1.3469714285714285,1.3785714285714286,1.3808
51-8099.01,Biofuels Processing Technicians,2.54,4.73,3.69,2.65,2.94,1.21,4.87,1.74,4.67,3.2719428571428577,1.8571428571428568,1.2431,1.7036571428571428,1.984,2.3716,1.8192857142857144,1.9449142857142856,2.0013,1.3235142857142856,1.7857142857142856,1.6714285714285717
51-9011.00,Chemical Equipment Operators and Tenders,2.82,4.15,4.03,1.68,2.86,1.58,4.71,1.4,4.41,2.936128571428571,1.6063428571428573,1.1588857142857143,1.231428571428571,2.1662,2.6031000000000004,1.7332857142857143,1.655,1.9737142857142855,1.3645,1.4821428571428572,1.3008
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",3.52,3.21,3.0,1.39,3.43,1.52,4.57,1.4,3.82,2.6644,1.6063428571428573,1.1018285714285714,1.32,1.4489714285714286,1.9042857142857144,1.3992142857142855,1.655,1.3061714285714283,1.0928,1.4179428571428572,1.4542857142857144
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",2.07,3.47,3.29,2.24,1.75,1.04,4.83,1.99,3.55,2.300628571428572,1.7734857142857143,1.0064,1.231428571428571,1.4693714285714286,1.6411428571428572,1.3228571428571427,1.6875,1.4784,1.0442857142857145,1.394285714285714,1.5357142857142858
51-9022.00,"Grinding and Polishing Workers, Hand",2.49,3.92,2.38,2.03,1.99,1.18,4.64,1.19,3.68,3.383714285714286,1.3785714285714286,1.243342857142857,1.3008,3.019428571428571,2.8759,2.367457142857143,1.5207142857142857,1.4468571428571426,1.585142857142857,1.3785714285714286,1.4017857142857142
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",2.77,3.92,4.25,1.69,2.7,1.1,4.63,1.42,4.47,2.377,1.36,1.1789714285714286,1.22,1.9858,2.2178571428571425,1.3732142857142855,1.6063428571428573,1.8310857142857144,1.225,1.2857142857142856,1.22
51-9031.00,"Cutters and Trimmers, Hand",1.42,3.39,2.99,1.16,1.24,1.02,2.89,1.28,3.47,1.9928285714285716,1.32,1.1885714285714286,1.2857142857142856,1.653142857142857,1.6762285714285712,1.4630285714285716,1.6875,1.5006428571428572,1.1793571428571428,1.3785714285714286,1.32
